City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
271,Saint-Augustin,0,FR,1529805600,59,44.83,-0.61,62.6,4.7
272,Ambon,0,FR,1529805600,67,47.55,-2.56,59.0,5.82
273,Manyana,0,AU,1529802000,44,-35.26,150.51,57.2,10.29
274,Suzdal,0,RU,1529806812,51,56.42,40.45,74.02,12.01
275,Tikapur,0,NP,1529806812,56,28.53,81.12,88.24,1.72
276,Angoche,68,MZ,1529806813,100,-16.23,39.91,75.37,9.78
277,Bonoua,40,CI,1529805600,100,5.27,-3.6,75.2,1.12
278,Broken Hill,0,AU,1529806813,74,-31.97,141.45,55.84,5.19
279,Los Llanos de Aridane,0,ES,1529805600,72,28.66,-17.92,68.0,4.7
280,San Francisco Menendez,0,SV,1529801400,69,13.84,-90.02,82.4,3.36
281,Benghazi,0,LY,1529806814,98,32.12,20.07,75.55,10.33
282,Derzhavinsk,0,KZ,1529806815,60,51.1,66.31,71.5,5.3
283,Curtici,0,RO,1529805600,93,46.34,21.31,50.0,3.36
284,Hastings,0,NZ,1529806563,80,-39.64,176.84,59.08,16.26
285,Lakeway,1,US,1529805060,58,30.36,-97.99,91.4,11.41
286,Payson,1,US,1529804100,26,40.04,-111.73,82.4,16.11
287,Half Moon Bay,1,US,1529805360,46,37.46,-122.43,98.6,13.87
288,Varkkallai,75,IN,1529803800,88,8.73,76.71,78.8,2.24
289,Ambulu,68,ID,1529806817,95,-8.35,113.61,78.97,9.66
290,Weligama,44,LK,1529806608,100,5.97,80.42,77.26,4.41
291,Halesowen,0,GB,1529805000,66,52.45,-2.05,53.6,6.93
292,Cheremkhovo,0,RU,1529806818,81,53.15,103.07,69.88,5.75
293,Dillon,90,US,1529805180,66,45.22,-112.64,53.6,11.41
294,San Cristobal,20,EC,1529805600,81,-0.39,-78.55,51.8,11.41
295,Bambous Virieux,75,MU,1529802000,68,-20.34,57.76,71.6,8.05
296,Mount Isa,56,AU,1529803800,38,-20.73,139.49,75.2,6.93
297,Caborca,0,MX,1529806819,26,30.58,-111.1,85.09,8.66
298,Hervey Bay,92,AU,1529806654,100,-25.3,152.85,63.67,7.2
299,Puerto Narino,20,CO,1529805600,94,-3.77,-70.38,73.4,2.24
300,Zhengjiatun,20,CN,1529806820,55,43.51,123.51,84.19,6.98
301,Moree,0,AU,1529806820,78,-29.46,149.84,60.16,4.52
302,Goure,8,NE,1529806820,80,13.98,10.27,74.02,6.64
303,Vardo,90,US,1529806320,100,39.62,-77.74,73.4,6.93
304,Ochsenfurt,1,DE,1529805360,100,49.67,10.07,48.2,3.36
305,Sharan,0,AF,1529806821,58,33.15,68.78,65.29,3.62
306,Kutum,12,SD,1529806821,82,14.2,24.66,64.21,3.4
307,Chapleau,75,CA,1529802000,67,47.85,-83.4,59.0,16.11
308,Apac,32,UG,1529806822,100,1.98,32.53,62.41,3.96
309,Belyy Yar,0,RU,1529803800,56,53.6,91.39,69.8,4.47
310,Neiafu,40,TO,1529805600,69,-18.65,-173.98,80.6,12.75
311,Barsovo,75,RU,1529803800,100,61.17,73.17,57.2,8.95
312,Yumen,8,CN,1529806824,70,40.29,97.04,74.29,3.4
313,Diego de Almagro,64,CL,1529806824,96,-26.39,-70.05,50.8,1.61
314,Tsiroanomandidy,0,MG,1529806824,85,-18.77,46.05,41.62,3.4
315,Ferrol,0,ES,1529805600,82,43.48,-8.23,66.2,2.17
316,Miraflores,80,CO,1529806825,99,5.2,-73.14,51.25,1.16
317,Sao Joao da Barra,0,BR,1529806391,96,-21.64,-41.05,74.56,21.41
318,Naze,92,NG,1529805882,99,5.43,7.07,71.14,2.39
319,Tiksi,20,RU,1529806545,46,71.64,128.87,77.8,4.18
320,Breves,92,BR,1529806826,100,-1.68,-50.48,74.74,3.06
321,Peniche,40,PT,1529805600,93,39.36,-9.38,66.2,2.24
322,Myrtle Beach,1,US,1529805300,74,33.7,-78.89,84.2,4.7
323,Nemuro,75,JP,1529802000,77,43.32,145.57,69.8,5.82
324,Port Hueneme,40,US,1529805480,72,34.15,-119.2,69.8,18.34
325,Lagos,40,NG,1529802000,94,6.46,3.39,75.2,6.31
326,Mount Gambier,88,AU,1529806828,95,-37.83,140.78,50.44,3.18
327,Ginir,76,ET,1529806828,88,7.14,40.71,59.89,4.63
328,Port Blair,76,IN,1529806644,100,11.67,92.75,82.66,17.83
329,Shimoda,75,JP,1529804400,83,34.7,138.93,73.4,4.7
330,Barstow,1,US,1529804100,14,31.46,-103.39,100.4,6.93
331,Ayacucho,0,PE,1529806829,83,-13.16,-74.23,27.4,2.17
332,Birao,68,CF,1529806829,98,10.3,22.78,69.52,2.95
333,Mandalgovi,80,MN,1529805877,68,45.76,106.27,61.96,15.03
334,Porto Novo,40,BR,1529805600,64,-23.68,-45.44,69.8,3.36
335,Vao,68,EE,1529806830,84,59.1,26.19,52.15,5.53
336,Wad Rawah,36,SD,1529806830,75,15.16,33.13,75.01,12.24
337,Lazaro Cardenas,40,MX,1529804880,44,28.39,-105.62,91.4,3.62
338,Henties Bay,0,NA,1529806831,100,-22.12,14.28,53.23,6.98
339,Yerofey Pavlovich,36,RU,1529806831,56,53.97,121.97,70.51,6.08
340,Marrakesh,0,MA,1529805600,72,31.63,-7.99,66.2,8.05
341,Kefamenanu,0,ID,1529806832,42,-9.45,124.48,81.76,4.18
342,Tara,20,JP,1529803800,61,33.0,130.15,78.8,13.87
343,Alghero,0,IT,1529803200,93,40.56,8.32,66.2,1.12
344,Anadyr,75,RU,1529802000,71,64.73,177.51,50.0,13.42
345,Codrington,0,AU,1529806623,63,-28.95,153.24,63.58,3.85
346,Beloha,0,MG,1529806833,89,-25.17,45.06,58.63,8.66
347,Metro,56,ID,1529806809,100,-5.11,105.31,79.69,3.4
348,Iwanai,76,JP,1529806687,98,42.97,140.51,59.44,4.97
349,Omboue,92,GA,1529806834,100,-1.57,9.26,74.29,7.31
350,Candolim,92,IN,1529806834,100,15.52,73.76,72.85,4.18
351,Tolaga Bay,0,NZ,1529806834,69,-38.37,178.3,56.47,14.7
352,Vestmannaeyjar,92,IS,1529806835,100,63.44,-20.27,47.29,6.98
353,Kavaratti,48,IN,1529806628,100,10.57,72.64,80.86,18.05
354,Bastia,0,IT,1529805000,49,44.6,8.98,71.6,3.36
355,Cayenne,80,GF,1529805600,100,4.94,-52.33,75.2,3.96
356,Luorong,88,CN,1529806836,93,24.41,109.6,79.06,10.45
357,Turukhansk,48,RU,1529806650,99,65.8,87.96,69.16,8.55
358,Nizwa,8,OM,1529806837,28,22.93,57.53,84.1,2.84
359,Imbituba,0,BR,1529802000,93,-28.24,-48.67,64.4,3.36
360,Kirovsk,68,RU,1529806838,90,67.62,33.66,48.01,7.87
361,Tra Vinh,24,VN,1529806838,82,9.93,106.35,86.62,8.99
362,Nouadhibou,0,MR,1529805600,82,20.93,-17.03,66.2,16.11
363,Charters Towers,0,AU,1529806839,77,-20.07,146.27,71.05,10.67
364,Znamenka,36,RU,1529806839,34,52.41,41.44,72.04,11.34
365,Hearst,100,CA,1529806840,87,49.69,-83.67,47.92,8.55
366,Lookan,88,PH,1529806840,100,5.04,120.1,84.37,5.3
367,Kitab,20,UZ,1529803800,40,39.12,66.88,73.4,4.7
368,Sevsk,92,RU,1529806840,100,52.15,34.49,56.65,15.48
369,Beba,40,CU,1529805180,83,22.44,-79.73,78.8,3.36
370,La Ronge,75,CA,1529802000,72,55.1,-105.3,68.0,11.41
371,Mareeba,75,AU,1529803800,83,-16.99,145.42,73.4,16.11
372,Comodoro Rivadavia,0,AR,1529805600,47,-45.87,-67.48,37.4,10.29
373,Flinders,0,AU,1529802000,44,-34.58,150.85,57.2,10.29
374,Kamaishi,75,JP,1529802000,54,39.28,141.86,78.8,8.05
375,Egvekinot,36,RU,1529806843,67,66.32,-179.17,48.37,5.97
376,Juneau,90,US,1529805360,71,58.3,-134.42,59.0,10.29
377,Moose Factory,90,CA,1529802000,91,51.26,-80.61,44.6,8.05
378,Kaeo,24,NZ,1529806843,76,-35.1,173.78,58.09,15.03
379,Simoes,0,BR,1529806844,57,-7.6,-40.82,73.12,15.93
380,Berlevag,68,NO,1529806844,95,70.86,29.09,44.59,14.81
381,Hodod,88,RO,1529805600,100,47.4,23.02,50.0,1.12
382,Saint-Prosper,100,CA,1529806845,63,46.21,-70.48,60.61,3.74
383,Binga,44,ZW,1529806845,95,-17.62,27.34,59.17,1.39
384,Nago,0,IT,1529805000,76,45.88,10.89,62.6,5.82
385,Labe,92,NG,1529806845,100,7.7,8.47,70.33,3.4
386,Sibolga,80,ID,1529806846,91,1.74,98.78,74.11,2.28
387,San Quintin,20,PH,1529802000,74,17.54,120.52,84.2,6.93
388,Golden,48,CA,1529806781,94,51.3,-116.96,51.34,1.39
389,Zhigansk,12,RU,1529806846,35,66.77,123.37,76.27,2.06
390,Nagapattinam,56,IN,1529806798,67,10.76,79.84,84.82,9.66
391,Invermere,80,CA,1529806847,76,50.51,-116.03,57.19,1.72
392,Toamasina,75,MG,1529802000,94,-18.17,49.38,68.0,4.7
393,Suntar,24,RU,1529806848,61,62.16,117.65,73.93,3.74
394,Beringovskiy,92,RU,1529806648,100,63.05,179.32,43.33,11.12
395,Rawson,0,AR,1529806848,52,-43.3,-65.11,27.22,9.66
396,Balakhninskiy,92,RU,1529806848,84,58.01,114.28,61.6,3.96
397,Oga,92,NG,1529806849,98,8.18,5.65,71.41,4.97
398,Souillac,0,FR,1529805600,63,45.6,-0.6,60.8,2.24
399,Boguchany,0,RU,1529806849,61,58.38,97.46,74.56,4.18
400,Serpa,0,PT,1529805600,88,37.94,-7.6,62.6,3.18
401,Ranot,24,TH,1529806850,94,7.78,100.32,83.38,4.74
402,Elko,1,US,1529801760,18,40.83,-115.76,80.6,19.46
403,Sungaipenuh,92,ID,1529806851,91,-2.08,101.38,71.32,1.95
404,Garoua Boulai,92,CM,1529806851,92,5.88,14.55,60.97,2.95
405,Aberystwyth,12,GB,1529806851,97,52.41,-4.08,49.81,2.95
406,Mbandaka,56,CD,1529806852,100,0.05,18.26,70.06,2.62
407,Fairbanks,76,US,1529805480,37,64.84,-147.72,68.0,6.93
408,High Level,75,CA,1529802000,50,58.52,-117.13,78.8,5.82
409,Uyemskiy,0,RU,1529803800,71,64.47,40.85,55.4,6.71
410,Hambantota,24,LK,1529806639,100,6.12,81.12,78.61,10.56
411,Saint-Francois,0,FR,1529805600,87,46.42,3.91,51.8,6.2
412,Lagoa,0,PT,1529805600,88,37.14,-8.45,69.8,3.36
413,Bosaso,64,SO,1529806854,86,11.28,49.18,89.23,15.14
414,Taltal,36,CL,1529806854,98,-25.41,-70.49,48.82,1.72
415,Ati,64,TD,1529806855,85,13.21,18.34,72.67,3.85
416,Imeni Poliny Osipenko,44,RU,1529806855,85,52.42,136.49,54.04,10.45
417,Kupang,40,ID,1529803800,54,-10.16,123.6,84.2,23.04
418,Namatanai,64,PG,1529805888,100,-3.66,152.44,80.59,5.86
419,Talas,0,TR,1529805000,77,38.69,35.55,60.8,6.93
420,San Rafael,0,AR,1529806857,80,-34.61,-68.33,23.53,2.51
421,Rossland,40,CA,1529802000,50,49.08,-117.8,75.2,3.36
422,Abu Samrah,0,SY,1529806858,91,35.3,37.18,66.82,11.23
423,Poum,48,MK,1529806857,98,41.28,20.71,42.61,1.61
424,Dzhebariki-Khaya,88,RU,1529806858,57,62.22,135.8,66.73,3.18
425,Dryden,90,CA,1529802000,88,49.79,-92.84,64.4,14.99
426,Lahore,0,PK,1529803800,58,31.52,74.33,87.8,4.41
427,Tecoanapa,90,MX,1529805000,94,16.99,-99.26,75.2,4.7
428,Houma,0,CN,1529806810,48,35.63,111.36,84.82,5.3
429,Qeshm,75,IR,1529802000,84,26.96,56.27,86.0,6.93
430,Warah,0,YE,1529806859,43,13.4,44.12,70.24,3.62
431,Medzilaborce,48,SK,1529806860,99,49.27,21.9,48.28,2.84
432,Pirot,0,RS,1529805600,87,43.16,22.59,48.2,3.36
433,Bambanglipuro,88,ID,1529806860,88,-7.95,110.28,78.16,7.2
434,Sabinas,12,MX,1529806861,37,27.85,-101.13,91.84,11.68
435,Sept-Iles,90,CA,1529802000,71,50.2,-66.38,57.2,6.98
436,Boskoop,48,NL,1529805300,100,52.07,4.66,57.2,2.24
437,Beyla,44,GN,1529806861,97,8.69,-8.65,65.83,6.64
438,Surt,0,LY,1529806862,100,31.21,16.59,69.88,6.98
439,Mabaruma,76,GY,1529806862,100,8.2,-59.78,74.29,4.63
440,Kuala Terengganu,75,MY,1529802000,83,5.33,103.14,78.8,4.7
441,Terre Haute,1,US,1529805300,94,39.47,-87.41,71.6,3.62
442,Amapa,40,HN,1529805600,94,15.09,-87.97,82.4,10.29
443,Misratah,0,LY,1529806863,100,32.38,15.09,67.09,2.39
444,Valer,0,ES,1529806864,59,41.76,-6.18,61.42,4.29
445,Grand-Santi,20,GF,1529806864,100,4.27,-54.38,70.42,1.39
446,At-Bashi,24,KG,1529806864,66,41.17,75.81,52.42,2.39
447,Salinas,1,US,1529805720,72,36.67,-121.66,66.2,17.22
448,Aitape,64,PG,1529806865,100,-3.15,142.36,80.5,3.62
449,Dudinka,36,RU,1529806866,89,69.41,86.18,68.89,8.88
450,Richards Bay,0,ZA,1529805891,83,-28.77,32.06,53.86,3.4
451,Tarija,80,BO,1529806866,99,-21.53,-64.73,44.59,2.95
452,Tres Arroyos,0,AR,1529806866,40,-38.38,-60.28,38.38,17.16
453,Saint Anthony,90,US,1529805840,62,43.97,-111.68,59.0,3.36
454,Jaciara,12,BR,1529806867,66,-15.95,-54.98,64.3,2.62
455,Otradnoye,0,RU,1529803800,62,59.77,30.8,59.0,2.24
456,Zalantun,12,CN,1529806867,69,48.0,122.72,71.14,5.3
457,Lethem,8,GY,1529806868,91,3.38,-59.8,74.38,5.3
458,Waddan,0,LY,1529806868,56,29.16,16.14,69.7,5.64
459,Grobina,64,LV,1529805000,93,56.54,21.17,50.0,9.89
460,Valleyview,64,CA,1529806869,55,55.07,-117.28,72.76,5.75
461,Kibaya,80,RW,1529806869,95,-2.2,30.56,56.29,2.62
462,Dubove,100,UA,1529805600,93,48.18,23.89,48.2,4.7
463,Coahuayana,76,MX,1529806870,95,18.62,-100.35,64.12,2.17
464,Nantucket,90,US,1529806500,100,41.28,-70.1,62.6,5.82
465,Goroka,64,PG,1529806870,97,-6.07,145.39,64.12,0.94
466,Santa Comba,0,ES,1529805600,93,43.03,-8.81,66.2,4.7
467,Bandar,88,ID,1529806871,100,-4.2,104.14,75.82,4.18
468,Piranhas,0,BR,1529806871,71,-16.43,-51.82,62.41,2.95
469,Kavieng,32,PG,1529806642,100,-2.57,150.8,83.74,0.94
470,Springdale,20,US,1529805480,54,36.19,-94.13,80.6,4.7
471,Grindavik,90,IS,1529805600,93,63.84,-22.43,48.2,14.99
472,Vasterhaninge,32,SE,1529805000,93,59.12,18.1,46.4,2.28
473,Muros,0,ES,1529805600,93,42.77,-9.06,66.2,4.7
474,Basco,1,US,1529805300,94,40.33,-91.2,73.4,2.17
475,Gat,76,SN,1529806874,93,14.69,-16.54,73.84,7.99
476,Morro Bay,1,US,1529805360,72,35.37,-120.85,68.0,5.82
477,Saryg-Sep,0,RU,1529806874,53,51.49,95.55,69.97,2.62
478,Baglung,20,NP,1529806803,90,28.27,83.59,68.35,0.72
479,Coquimbo,0,CL,1529805600,93,-29.95,-71.34,44.6,5.64
480,Meulaboh,64,ID,1529806875,100,4.14,96.13,81.04,2.73
481,Dunedin,8,NZ,1529806632,79,-45.87,170.5,45.58,9.78
482,Nichinan,75,JP,1529802000,83,31.65,131.31,75.2,8.05
483,Lawton,75,US,1529804100,70,34.61,-98.39,93.2,12.75
484,Gamba,80,CN,1529806876,93,28.28,88.52,34.42,1.05
485,Tacoronte,36,ES,1529805600,93,28.48,-16.41,69.8,17.22
486,Sola,75,NO,1529805000,93,58.89,5.65,51.8,8.05
487,Bulgan,12,MN,1529806877,70,48.81,103.53,63.76,4.41
488,Cairns,75,AU,1529803800,83,-16.92,145.77,73.4,16.11
489,Camacha,40,PT,1529805600,88,33.08,-16.33,66.2,10.29
490,Kosonsoy,20,UZ,1529803800,38,41.25,71.55,75.2,11.41
491,Tatarsk,20,RU,1529806879,63,55.22,75.96,70.24,8.21
492,Kijang,0,KR,1529802000,54,35.24,129.21,82.4,12.75
493,Lamu,76,ID,1529806880,89,0.57,122.3,80.23,2.95
494,Pokaran,0,IN,1529806880,58,26.93,71.92,89.41,8.66
495,Balaipungut,64,ID,1529806881,87,1.11,101.31,79.87,3.62
496,Edd,0,ER,1529806881,59,13.93,41.69,74.11,2.51
497,Taldan,0,RU,1529806881,56,53.69,124.82,73.66,3.62
498,Gazanjyk,0,TM,1529806882,34,39.24,55.52,76.54,2.95
499,Salalah,75,OM,1529801400,88,17.01,54.1,80.6,8.05
500,Macau,76,BR,1529806882,68,-5.11,-36.64,75.64,7.87
501,Carmen,0,PH,1529806882,82,7.2,124.8,86.17,2.62
502,Loandjili,75,CG,1529805600,94,-4.77,11.87,69.8,4.07
503,Fort Nelson,75,CA,1529805060,31,58.81,-122.69,77.0,14.99
504,Lesnoy,32,RU,1529806883,55,59.78,52.13,69.07,3.4
505,Kamskoye Ustye,0,RU,1529803800,82,55.2,49.27,64.4,3.18
506,Nushki,0,PK,1529806748,13,29.55,66.02,78.07,3.29
507,Sur,24,OM,1529806884,84,22.57,59.53,88.96,2.62
508,Goderich,68,CA,1529806585,97,43.74,-81.71,64.66,3.74
509,Colares,0,PT,1529805600,82,38.8,-9.45,66.2,4.74
510,Nuuk,68,GL,1529805000,80,64.17,-51.74,41.0,9.17
511,Aygut,0,AM,1529806885,88,40.68,45.17,54.67,1.72
512,Cranbrook,90,CA,1529802000,82,49.51,-115.76,62.6,3.36
513,Thinadhoo,0,MV,1529806886,100,0.53,72.93,82.93,6.53
514,Gravdal,92,NO,1529805000,100,59.79,5.78,51.8,6.93
515,Cacoal,0,BR,1529806887,73,-11.43,-61.44,71.23,1.72
516,Tahara,75,JP,1529803800,83,34.64,137.18,71.6,3.36
517,Pierre,1,US,1529801580,73,44.37,-100.35,71.6,8.05
518,Bela,36,PK,1529806888,86,26.23,66.31,77.26,2.51
519,Maragogi,0,BR,1529806888,90,-9.01,-35.22,74.74,10.45
520,Lakselv,92,NO,1529805000,61,70.05,24.96,48.2,3.36
521,Hohhot,40,CN,1529802000,47,40.81,111.65,77.0,8.95
522,San Jose,88,PH,1529806799,92,15.79,120.99,81.04,2.51
523,Kuusamo,75,FI,1529805000,93,65.96,29.19,46.4,9.17
524,Shizunai,0,JP,1529806891,80,42.33,142.37,68.71,7.65
525,Vinh,68,VN,1529806891,57,18.67,105.69,89.14,15.93
526,Oranjemund,0,ZA,1529806891,100,-28.55,16.43,57.73,11.01
527,Sao Jose da Coroa Grande,0,BR,1529806892,90,-8.9,-35.15,74.74,10.45
528,Honningsvag,92,NO,1529806636,100,70.98,25.97,43.51,20.51
529,Sadovoye,80,RU,1529806892,37,47.78,44.52,71.05,4.74
530,Bayonet Point,1,US,1529806500,78,28.33,-82.68,86.0,6.64
531,Necochea,0,AR,1529806893,91,-38.55,-58.74,40.81,20.62
532,Saldanha,0,PT,1529806635,70,41.42,-6.55,61.33,4.74
533,Borba,0,PT,1529806894,72,38.81,-7.46,66.46,4.07
534,Pimentel,8,BR,1529806894,91,-3.7,-45.5,74.2,2.28
535,Yangambi,0,CD,1529806895,100,0.77,24.47,68.44,2.28
536,Kawalu,80,ID,1529806895,95,-7.38,108.21,70.96,1.39
537,Tual,24,ID,1529806895,99,-5.67,132.75,80.32,15.03
538,Strezhevoy,75,RU,1529803800,100,60.73,77.6,55.4,11.18
539,Gland,0,CH,1529805600,66,46.42,6.27,55.4,1.12
540,Hobyo,56,SO,1529806896,77,5.35,48.53,76.45,20.51
541,Tipaturu,92,IN,1529806897,97,13.26,76.47,68.17,9.89
542,Makakilo City,20,US,1529805420,54,21.35,-158.09,84.2,14.99
543,Jawhar,92,IN,1529806897,100,19.91,73.23,73.48,4.85
544,Asyut,0,EG,1529805600,54,27.18,31.19,78.8,20.8
545,Shache,12,CN,1529806898,45,38.42,77.24,74.02,4.41
546,Kaseda,75,JP,1529802000,83,31.42,130.32,71.6,5.82
